prefix|scenario|dialogue|filename|url
改造|主界面1|和指挥官在一起 ，感觉就能有更多干劲——|Cv-30105_main_1_9.mp3|https://img.moegirl.org.cn/common/1/11/Cv-30105_main_1_9.mp3
改造|主界面2|和大家在一起很开心，所以我……想和大家在一起|Cv-30105_main_2_9.mp3|https://img.moegirl.org.cn/common/c/cf/Cv-30105_main_2_9.mp3
改造|主界面3|指挥官不理我的话，会有点……伤心|Cv-30105_main_3_9.mp3|https://img.moegirl.org.cn/common/4/4b/Cv-30105_main_3_9.mp3
改造|触摸|指挥官的手，很温暖……|Cv-30105_touch_1_9.mp3|https://img.moegirl.org.cn/common/2/26/Cv-30105_touch_1_9.mp3
改造|旗舰开战|没关系的，指挥官……相信我——|Cv-30105_warcry_9.mp3|https://img.moegirl.org.cn/common/8/8b/Cv-30105_warcry_9.mp3
改造|胜利MVP|如果是为了大家，我愿意化身为“鬼神”……|Cv-30105_mvp_9.mp3|https://img.moegirl.org.cn/common/c/c2/Cv-30105_mvp_9.mp3
【誓约】鬼神之华裳|获得|还是绫波...的说。这样的服装，还不太习惯...指挥官，觉得合适吗？|Cv-30105_get_8.mp3|https://img.moegirl.org.cn/common/e/e6/Cv-30105_get_8.mp3
【誓约】鬼神之华裳|登录|无论去哪里，我都会跟上你的脚步的...一起出发吧，指挥官|Cv-30105_login_8.mp3|https://img.moegirl.org.cn/common/5/53/Cv-30105_login_8.mp3
【誓约】鬼神之华裳|查看详情|现在的话，能感觉到自己不是孤单一人...因为指挥官一直在这里|Cv-30105_detail_8.mp3|https://img.moegirl.org.cn/common/4/49/Cv-30105_detail_8.mp3
【誓约】鬼神之华裳|主界面1|不太明白这身衣服的含义...不过，如果指挥官喜欢，我会一直穿着的|Cv-30105_main_1_8.mp3|https://img.moegirl.org.cn/common/a/a4/Cv-30105_main_1_8.mp3
【誓约】鬼神之华裳|主界面2|大家都太过热情...一直在盯着我看。突然这样还不太习惯...|Cv-30105_main_2_8.mp3|https://img.moegirl.org.cn/common/3/37/Cv-30105_main_2_8.mp3
【誓约】鬼神之华裳|触摸|这样和指挥官靠在一起的感觉很好，我很喜欢|Cv-30105_touch_1_8.mp3|https://img.moegirl.org.cn/common/8/87/Cv-30105_touch_1_8.mp3
【誓约】鬼神之华裳|特殊触摸|还是感觉…有点奇怪，不过…你喜欢就好|Cv-30105_touch_2_8.mp3|https://img.moegirl.org.cn/common/f/f2/Cv-30105_touch_2_8.mp3
【誓约】鬼神之华裳|好感度-爱|和大家呆在一起很开心，但是...还是会想要，和指挥官独处|Cv-30105_feeling5_8.mp3|https://img.moegirl.org.cn/common/a/ac/Cv-30105_feeling5_8.mp3
【誓约】鬼神之华裳|胜利MVP|有指挥官在，就绝对不会输|Cv-30105_mvp_8.mp3|https://img.moegirl.org.cn/common/7/7a/Cv-30105_mvp_8.mp3
待宵的魔女|获得|听说参加万圣夜必须得穿上类似的衣服……指挥官……现在的我好看吗？|Cv-30105_get_1.mp3|https://img.moegirl.org.cn/common/f/fd/Cv-30105_get_1.mp3
待宵的魔女|主界面1|这是……糖果？谢谢，我会尝尝看的……|Cv-30105_main_1_1.mp3|https://img.moegirl.org.cn/common/a/ab/Cv-30105_main_1_1.mp3
待宵的魔女|主界面2|除去战斗与训练，世界上好像还存在其他形式的乐趣……|Cv-30105_main_2_1.mp3|https://img.moegirl.org.cn/common/c/ce/Cv-30105_main_2_1.mp3
待宵的魔女|主界面3|如果站在南瓜灯上，会不会离天空更近些呢？|Cv-30105_main_3_1.mp3|https://img.moegirl.org.cn/common/9/9c/Cv-30105_main_3_1.mp3
待宵的魔女|触摸|这身衣服，我很中意……|Cv-30105_touch_1_1.mp3|https://img.moegirl.org.cn/common/a/ae/Cv-30105_touch_1_1.mp3
待宵的魔女|特殊触摸|今夜的我不是鬼神，而是魔女……|Cv-30105_touch_2_1.mp3|https://img.moegirl.org.cn/common/0/04/Cv-30105_touch_2_1.mp3
ニコニコ|获得|发现新的动画投稿……指挥官，等下一起看直播好吗？|Cv-30105_get_2.mp3|https://img.moegirl.org.cn/common/1/13/Cv-30105_get_2.mp3
乐队型鬼神|获得|指挥官，一起听歌吗？兵器以外的我，喜欢吗？|Cv-30105_get_3.mp3|https://img.moegirl.org.cn/common/3/32/Cv-30105_get_3.mp3
乐队型鬼神|登录|指挥官，工作之前，要先听一会音乐吗？|Cv-30105_login_3.mp3|https://img.moegirl.org.cn/common/9/9d/Cv-30105_login_3.mp3
乐队型鬼神|查看详情|戴上耳机后，感觉全世界就只剩下音乐，还有······眼前的人|Cv-30105_detail_3.mp3|https://img.moegirl.org.cn/common/b/be/Cv-30105_detail_3.mp3
乐队型鬼神|主界面1|指挥官，标枪约我等会儿一起去玩，我可以去吗？|Cv-30105_main_1_3.mp3|https://img.moegirl.org.cn/common/8/82/Cv-30105_main_1_3.mp3
乐队型鬼神|主界面2|指挥官喜欢什么样的歌呢？我的话······唔，摇滚？|Cv-30105_main_2_3.mp3|https://img.moegirl.org.cn/common/5/53/Cv-30105_main_2_3.mp3
乐队型鬼神|主界面3|雷说她最近在玩”手机游戏“······指挥官，”手机游戏“是什么？|Cv-30105_main_3_3.mp3|https://img.moegirl.org.cn/common/6/61/Cv-30105_main_3_3.mp3
乐队型鬼神|触摸|绫波的武器，现在还能变形成乐器···指挥官，想听听看吗？|Cv-30105_touch_1_3.mp3|https://img.moegirl.org.cn/common/5/50/Cv-30105_touch_1_3.mp3
乐队型鬼神|任务完成|今天的奖励，稍微有些期待···|Cv-30105_mission_complete_3.mp3|https://img.moegirl.org.cn/common/a/a9/Cv-30105_mission_complete_3.mp3
乐队型鬼神|委托完成|训练与委托···无论何时都不能懈怠···|Cv-30105_expedition_3.mp3|https://img.moegirl.org.cn/common/0/0f/Cv-30105_expedition_3.mp3
乐队型鬼神|旗舰开战|这首歌，正适合战场···|Cv-30105_warcry_3.mp3|https://img.moegirl.org.cn/common/a/a4/Cv-30105_warcry_3.mp3
乐队型鬼神|胜利MVP|”只要微笑就可以了“···那是什么意思？|Cv-30105_mvp_3.mp3|https://img.moegirl.org.cn/common/7/71/Cv-30105_mvp_3.mp3
新岁之鬼神|获得|东煌的新年和重樱的新年，氛围完全不一样…的说。不过，这样热闹的气氛也不坏，指挥官也…喜欢节日吗?|Cv-30105_get_4.mp3|https://img.moegirl.org.cn/common/3/34/Cv-30105_get_4.mp3
新岁之鬼神|登录|指挥官，东煌那边好像在吃“年夜饭”?……要不要和绫波一起去看看?|Cv-30105_login_4.mp3|https://img.moegirl.org.cn/common/1/10/Cv-30105_login_4.mp3
新岁之鬼神|查看详情|东煌风格的衣服，轻巧，感觉不坏…很可爱?谢谢…的说。|Cv-30105_detail_4.mp3|https://img.moegirl.org.cn/common/9/9f/Cv-30105_detail_4.mp3
新岁之鬼神|主界面1|东煌的春节好像要吃饺子…诶?不是煎饺而是水饺…的说?|Cv-30105_main_1_4.mp3|https://img.moegirl.org.cn/common/8/8b/Cv-30105_main_1_4.mp3
新岁之鬼神|主界面2|指挥官，为什么港区里会有爆炸的声音?诶?那是庆祝节日用的道具吗?有点有趣…的说。|Cv-30105_main_2_4.mp3|https://img.moegirl.org.cn/common/8/80/Cv-30105_main_2_4.mp3
新岁之鬼神|主界面3|铃铃~铃铃~铃铛的音色…很合适新年的氛围……|Cv-30105_main_3_4.mp3|https://img.moegirl.org.cn/common/6/63/Cv-30105_main_3_4.mp3
新岁之鬼神|触摸|指挥官，这衣服的材质摸起来很舒服…要试试……?|Cv-30105_touch_1_4.mp3|https://img.moegirl.org.cn/common/c/ca/Cv-30105_touch_1_4.mp3
新岁之鬼神|特殊触摸|指挥官，那里，不可以掀起来……的说。|Cv-30105_touch_2_4.mp3|https://img.moegirl.org.cn/common/5/5d/Cv-30105_touch_2_4.mp3
新岁之鬼神|好感度-爱|欢乐祥和的节日，绫波希望就这样和指挥官一起度过…的说|Cv-30105_feeling5_4.mp3|https://img.moegirl.org.cn/common/1/1a/Cv-30105_feeling5_4.mp3
一式水手风制服|获得|“欢迎光临，指挥官”…打招呼的时候是这样…吧？|Cv-30105_get_5.mp3|https://img.moegirl.org.cn/common/4/44/Cv-30105_get_5.mp3
一式水手风制服|登录|指挥官，今天想要来点什么吗？菜单在这里…的说|Cv-30105_login_5.mp3|https://img.moegirl.org.cn/common/f/f0/Cv-30105_login_5.mp3
一式水手风制服|查看详情|见习服务生，是绫波没有经历过的体验，感觉很新鲜…的说|Cv-30105_detail_5.mp3|https://img.moegirl.org.cn/common/7/72/Cv-30105_detail_5.mp3
一式水手风制服|主界面1|拉菲说，有时候也需要换换口味，所以…今天要来点甜点吗，指挥官？|Cv-30105_main_1_5.mp3|https://img.moegirl.org.cn/common/3/30/Cv-30105_main_1_5.mp3
一式水手风制服|主界面2|标枪无论做什么的时候都好有精神，有点羡慕…的说|Cv-30105_main_2_5.mp3|https://img.moegirl.org.cn/common/1/12/Cv-30105_main_2_5.mp3
一式水手风制服|主界面3|服务生的工作…果然没有想象中的那么简单…的说|Cv-30105_main_3_5.mp3|https://img.moegirl.org.cn/common/c/c1/Cv-30105_main_3_5.mp3
一式水手风制服|触摸|餐盘要像这样端…的说——指挥官想要帮绫波？没关系的，还是让绫波自己来吧|Cv-30105_touch_1_5.mp3|https://img.moegirl.org.cn/common/6/68/Cv-30105_touch_1_5.mp3
一式水手风制服|回港|要来一份庆祝胜利回港的特别套餐吗…？|Cv-30105_home_5.mp3|https://img.moegirl.org.cn/common/a/a5/Cv-30105_home_5.mp3
一式水手风制服|好感度-爱|等店里忙完以后，想要和指挥官一起…绫波会给指挥官准备，在店里学会的，特别料理套餐…的说，指挥官，可以吗？|Cv-30105_feeling5_5.mp3|https://img.moegirl.org.cn/common/5/56/Cv-30105_feeling5_5.mp3
冷静偶像·迷惑中|获得|偶像，绫波，出道？唔，因为标枪她们也出道了，所以，我也要一起……指挥官，偶像平时，都做些什么呢？|Cv-30105_get_7.mp3|https://img.moegirl.org.cn/common/c/c9/Cv-30105_get_7.mp3
冷静偶像·迷惑中|登录|指挥官，我正在练习跳舞，要看吗？|Cv-30105_login_7.mp3|https://img.moegirl.org.cn/common/f/f5/Cv-30105_login_7.mp3
冷静偶像·迷惑中|查看详情|Z23，很关心大家……明明自己也有活动，还会帮大家做日程安排，很可靠|Cv-30105_detail_7.mp3|https://img.moegirl.org.cn/common/2/28/Cv-30105_detail_7.mp3
冷静偶像·迷惑中|主界面1|舞蹈和唱歌我都会，露出笑容，好难…但是，标枪说，这也是我的“萌点”，是真的吗，指挥官？|Cv-30105_main_1_7.mp3|https://img.moegirl.org.cn/common/2/2d/Cv-30105_main_1_7.mp3
冷静偶像·迷惑中|主界面2|Z23说，偶像和摇滚可能不是很搭，唔，这样的话，可爱金属？|Cv-30105_main_2_7.mp3|https://img.moegirl.org.cn/common/1/1a/Cv-30105_main_2_7.mp3
冷静偶像·迷惑中|主界面3|吹雪好像也在做偶像练习。一会…去看看她好了|Cv-30105_main_3_7.mp3|https://img.moegirl.org.cn/common/0/09/Cv-30105_main_3_7.mp3
冷静偶像·迷惑中|主界面4|原来，当偶像每天有那么多的事情要做，感觉，燃起了斗志|Cv-30105_main_4_7.mp3|https://img.moegirl.org.cn/common/1/15/Cv-30105_main_4_7.mp3
冷静偶像·迷惑中|触摸|指挥官，这里是绫波今天训练的成果|Cv-30105_touch_1_7.mp3|https://img.moegirl.org.cn/common/2/2f/Cv-30105_touch_1_7.mp3
冷静偶像·迷惑中|回港|把演出看作战斗，观众是敌人的话……唔，好像不行|Cv-30105_home_7.mp3|https://img.moegirl.org.cn/common/1/12/Cv-30105_home_7.mp3
冷静偶像·迷惑中|旗舰开战|偶像的职责，是保护大家的笑容！|Cv-30105_warcry_7.mp3|https://img.moegirl.org.cn/common/0/0d/Cv-30105_warcry_7.mp3
冷静偶像·迷惑中|胜利MVP|胜利的pose，yeah|Cv-30105_mvp_7.mp3|https://img.moegirl.org.cn/common/8/80/Cv-30105_mvp_7.mp3
新年的愿望|获得|指挥官，新年快乐。新的一年，也请多多指教…的说。|Cv-30105_get_10.mp3|https://img.moegirl.org.cn/common/0/00/Cv-30105_get_10.mp3
新年的愿望|登录|节日里，大家都很开心。绫波，也很开心…|Cv-30105_login_10.mp3|https://img.moegirl.org.cn/common/8/81/Cv-30105_login_10.mp3
新年的愿望|查看详情|吹雪在神社抽到了“凶”，不过，她好像不怎么在意。…我？“小吉”，有点高兴|Cv-30105_detail_10.mp3|https://img.moegirl.org.cn/common/4/4d/Cv-30105_detail_10.mp3
新年的愿望|主界面1|新年的衣服，很华丽，但是行动有些不便。绫波还没有完全适应…|Cv-30105_main_1_10.mp3|https://img.moegirl.org.cn/common/8/8c/Cv-30105_main_1_10.mp3
新年的愿望|主界面2|雪花很漂亮，但是，一落在手上，就消失不见了|Cv-30105_main_2_10.mp3|https://img.moegirl.org.cn/common/6/64/Cv-30105_main_2_10.mp3
新年的愿望|主界面3|新的一年，也希望能和指挥官，还有大家，一直在一起。|Cv-30105_main_3_10.mp3|https://img.moegirl.org.cn/common/0/07/Cv-30105_main_3_10.mp3
新年的愿望|主界面4|说到新年的话…煮年糕？指挥官，要来一份吗？还热腾腾的|Cv-30105_main_4_10.mp3|https://img.moegirl.org.cn/common/3/3e/Cv-30105_main_4_10.mp3
新年的愿望|触摸|绫波，不冷的说|Cv-30105_touch_1_10.mp3|https://img.moegirl.org.cn/common/0/0a/Cv-30105_touch_1_10.mp3
新年的愿望|特殊触摸|不要把衣服弄乱了，不然绫波也不知道该怎么弄好…|Cv-30105_touch_2_10.mp3|https://img.moegirl.org.cn/common/c/c4/Cv-30105_touch_2_10.mp3
新年的愿望|好感度-爱|新的一年想做的事情？和指挥官还有大家在一起…不算吗？那…春天的时候，想和指挥官一起看樱花，可以吗？|Cv-30105_feeling5_10.mp3|https://img.moegirl.org.cn/common/3/3c/Cv-30105_feeling5_10.mp3
【动漫特典】特殊潜入作战披风|获得|这里是绫波，成功潜入指挥室。…啊，被指挥官发现了， 作战失败…的说|Cv-30105_get_6.mp3|https://img.moegirl.org.cn/common/5/5b/Cv-30105_get_6.mp3
【动漫特典】特殊潜入作战披风|登录|指挥官，要和绫波一起进行潜入作战的训练吗？…好像不太行，的说|Cv-30105_login_6.mp3|https://img.moegirl.org.cn/common/b/ba/Cv-30105_login_6.mp3
【动漫特典】特殊潜入作战披风|查看详情|虽然和加贺定了潜入作战用的代号，不过大家似乎都不怎么用，有点困扰的说…|Cv-30105_detail_6.mp3|https://img.moegirl.org.cn/common/8/88/Cv-30105_detail_6.mp3
【动漫特典】特殊潜入作战披风|主界面1|皇家的潜入用装备，非常硬核帅气的说。…有点羡慕，的说。|Cv-30105_main_1_6.mp3|https://img.moegirl.org.cn/common/e/e3/Cv-30105_main_1_6.mp3
【动漫特典】特殊潜入作战披风|主界面2|烦恼的时候，可以找祥凤和Z23聊天，也经常得到吹雪的关心，绫波很高兴的说|Cv-30105_main_2_6.mp3|https://img.moegirl.org.cn/common/3/32/Cv-30105_main_2_6.mp3
【动漫特典】特殊潜入作战披风|主界面3|这个披风？夕张开发的，据说是“披上以后绝对不会露出脸的超厉害款式”的说。是好东西的说…大概|Cv-30105_main_3_6.mp3|https://img.moegirl.org.cn/common/d/dc/Cv-30105_main_3_6.mp3
【动漫特典】特殊潜入作战披风|主界面4|指挥官的房间，有大家守护着，有绝对的安全保障，不用担心的说|Cv-30105_main_4_6.mp3|https://img.moegirl.org.cn/common/2/2a/Cv-30105_main_4_6.mp3
【动漫特典】特殊潜入作战披风|触摸|指挥官要吃苹果吗？很好吃的说|Cv-30105_touch_1_6.mp3|https://img.moegirl.org.cn/common/8/87/Cv-30105_touch_1_6.mp3
【动漫特典】特殊潜入作战披风|摸头|这是耳朵，不是角的说…|Cv-30105_touch_head_6.mp3|https://img.moegirl.org.cn/common/c/c1/Cv-30105_touch_head_6.mp3
【动漫特典】特殊潜入作战披风|邮件提醒|邮件已经由大f…负责护卫的女仆队成员确认过了。没问题，可以直接打开的说|Cv-30105_mail_6.mp3|https://img.moegirl.org.cn/common/4/4e/Cv-30105_mail_6.mp3
【动漫特典】特殊潜入作战披风|强化成功|这是为了同伴而存在的力量…的说!|Cv-30105_upgrade_6.mp3|https://img.moegirl.org.cn/common/9/98/Cv-30105_upgrade_6.mp3
【动漫特典】特殊潜入作战披风|旗舰开战|见识下绫波和伙伴们的力量！的说！|Cv-30105_warcry_6.mp3|https://img.moegirl.org.cn/common/f/f8/Cv-30105_warcry_6.mp3
【动漫特典】特殊潜入作战披风|胜利MVP|成功击破敌方侦察部队，指挥官，感谢的说|Cv-30105_mvp_6.mp3|https://img.moegirl.org.cn/common/0/07/Cv-30105_mvp_6.mp3
【动漫特典】特殊潜入作战披风|失败|夕张开发的隐蔽功能，没派上用场的说…|Cv-30105_lose_6.mp3|https://img.moegirl.org.cn/common/2/2a/Cv-30105_lose_6.mp3
【Live2D】黯然礼服|获得|指挥官，谢谢你能来参加宴会。绫波在这里等了很久了。……有点可怕？绫波不大明白…的说。|Cv-30105_get_11.mp3|https://img.moegirl.org.cn/common/9/9f/Cv-30105_get_11.mp3
【Live2D】黯然礼服|登录|“让女士久等不是绅士所为”——开玩笑的。指挥官，欢迎回来的说。|Cv-30105_login_11.mp3|https://img.moegirl.org.cn/common/5/52/Cv-30105_login_11.mp3
【Live2D】黯然礼服|查看详情|指挥官，一会要跳舞吗？绫波不大会跳…只能加油了。|Cv-30105_detail_11.mp3|https://img.moegirl.org.cn/common/c/c8/Cv-30105_detail_11.mp3
【Live2D】黯然礼服|主界面1|Z23…感觉对这种场合很习惯了的说，绫波…有点紧张…指挥官，不要离开绫波身边。|Cv-30105_main_1_11.mp3|https://img.moegirl.org.cn/common/9/93/Cv-30105_main_1_11.mp3
【Live2D】黯然礼服|主界面2|要缓解紧张的话，只能发动小伙伴传授的力量<Force>……不行吗？|Cv-30105_main_2_11.mp3|https://img.moegirl.org.cn/common/2/25/Cv-30105_main_2_11.mp3
【Live2D】黯然礼服|主界面3|听着钢琴的声音，总觉得有点困……指挥官不困吗？|Cv-30105_main_3_11.mp3|https://img.moegirl.org.cn/common/5/56/Cv-30105_main_3_11.mp3
【Live2D】黯然礼服|触摸|……啊，绫波，不困的……|Cv-30105_touch_1_11.mp3|https://img.moegirl.org.cn/common/2/2e/Cv-30105_touch_1_11.mp3
【Live2D】黯然礼服|特殊触摸|指挥官…感觉有点奇怪？|Cv-30105_touch_2_11.mp3|https://img.moegirl.org.cn/common/9/99/Cv-30105_touch_2_11.mp3
【Live2D】黯然礼服|旗舰开战|优雅而华丽地出击…的说|Cv-30105_battlewarcry_11.mp3|https://img.moegirl.org.cn/common/9/96/Cv-30105_battlewarcry_11.mp3
【Live2D】黯然礼服|胜利MVP|“宴会最闪亮的焦点，我拿下啦！”…吹雪估计会这样说|Cv-30105_battlemvp_11.mp3|https://img.moegirl.org.cn/common/a/ab/Cv-30105_battlemvp_11.mp3
【Live2D】黯然礼服|失败|不会…就这样结束…！|Cv-30105_battlelose_11.mp3|https://img.moegirl.org.cn/common/f/f0/Cv-30105_battlelose_11.mp3
【动漫特典】微速战斗姿势|获得|龙骧，boss战武士不能冲那么前面的！啊…指挥官，欢迎的说。对不起，现在是boss战的关键时刻…请先自己找个位置随便坐坐吧。|Cv-30105_get_12.mp3|https://img.moegirl.org.cn/common/9/90/Cv-30105_get_12.mp3
【动漫特典】微速战斗姿势|登录|指挥官也要来帮忙吗？那就…把手柄拿去吧。|Cv-30105_login_12.mp3|https://img.moegirl.org.cn/common/3/3a/Cv-30105_login_12.mp3
【动漫特典】微速战斗姿势|查看详情|这次有好好调试过网络了。不会给大家添麻烦了…|Cv-30105_detail_12.mp3|https://img.moegirl.org.cn/common/b/b8/Cv-30105_detail_12.mp3
【动漫特典】微速战斗姿势|主界面1|绫波如果倒下了的话，村里的大家就交给幽灵小姐了…|Cv-30105_main_1_12.mp3|https://img.moegirl.org.cn/common/b/b6/Cv-30105_main_1_12.mp3
【动漫特典】微速战斗姿势|主界面2|小贝法，难道说是女仆队中游戏技术最好的…？|Cv-30105_main_2_12.mp3|https://img.moegirl.org.cn/common/a/a2/Cv-30105_main_2_12.mp3
【动漫特典】微速战斗姿势|主界面3|请把空调开强一些…这样下去的话绫波会蒸发掉的…|Cv-30105_main_3_12.mp3|https://img.moegirl.org.cn/common/7/7a/Cv-30105_main_3_12.mp3
【动漫特典】微速战斗姿势|主界面4|…哈啊！指挥官，有陷阱！能回避掉真是太好了。|Cv-30105_main_4_12.mp3|https://img.moegirl.org.cn/common/9/9e/Cv-30105_main_4_12.mp3
【动漫特典】微速战斗姿势|触摸|这个饮料，是给绫波的吗？谢谢指挥官|Cv-30105_touch_1_12.mp3|https://img.moegirl.org.cn/common/6/69/Cv-30105_touch_1_12.mp3
【动漫特典】微速战斗姿势|回港|战斗辛苦了，绫波也要回到「战斗」中去了。|Cv-30105_home_12.mp3|https://img.moegirl.org.cn/common/b/b2/Cv-30105_home_12.mp3
【动漫特典】微速战斗姿势|胜利MVP|绫波，胜利的V…的说。|Cv-30105_battlemvp_12.mp3|https://img.moegirl.org.cn/common/6/64/Cv-30105_battlemvp_12.mp3
苍墨武鉴|获得|绫波，东煌武侠装备齐全的说。…其实游戏里的这一套要更帅气，但是现在穿着的这一身，绫波也很满足…呼呼~|Cv-30105_get_13.mp3|https://img.moegirl.org.cn/common/3/33/Cv-30105_get_13.mp3
苍墨武鉴|查看详情|用轻功飞起来，或者发出个剑气之类的…不知道别人行不行，但是对绫波有点些困难的说…|Cv-30105_detail_13.mp3|https://img.moegirl.org.cn/common/2/20/Cv-30105_detail_13.mp3
苍墨武鉴|主界面1|穿上这身衣服，感觉近战也变强了。嗯，就是感觉而已……|Cv-30105_main_1_13.mp3|https://img.moegirl.org.cn/common/0/0e/Cv-30105_main_1_13.mp3
